Protein family,Layer,Correlation,P value
PF00066,0,0.2660964597462203,1.016972468853607e-174
PF00066,1,0.21400084175680695,2.971308576330323e-112
PF00066,2,0.19129576347431587,1.1459087461866933e-89
PF00066,3,0.2339922364325587,1.950279383251436e-134
PF00066,4,0.23212470932989487,2.8515032464879926e-132
PF00066,5,0.20008705003225602,4.346353052384307e-98
PF00066,6,0.16580050485434938,1.61314874036329e-67
PF00066,7,0.14841128738727583,2.580359309148567e-54
PF00066,8,0.13895309853528118,9.059077027302065e-48
PF00066,9,0.15413129196721534,1.723712560728428e-58
PF00066,10,0.15329417732009668,7.206991061837287e-58
PF00066,11,0.17478123799697817,6.134437777046022e-75
