Protein family,Layer,Correlation,P value
PF00168,0,0.14555037292498765,0.0
PF00168,1,0.11570428953683552,4.170565867110253e-197
PF00168,2,0.08972355382198782,5.110215482481564e-119
PF00168,3,0.09769985793811485,7.450795074494946e-141
PF00168,4,0.09220605325885964,1.3009371486444484e-125
PF00168,5,0.07599473004867502,7.818921171405848e-86
PF00168,6,0.029995042715263064,9.916912843528146e-15
PF00168,7,0.031240136855524667,7.519667731502747e-16
PF00168,8,0.020969785929142937,6.277954522194712e-08
PF00168,9,0.048073458179108526,2.309579553361558e-35
PF00168,10,0.06905525922557773,3.633490380385979e-71
PF00168,11,0.08301168291771675,4.222295242465035e-102
