Protein family,Layer,Correlation,P value
PF04972,0,0.15503840611451802,9.248411802121539e-103
PF04972,1,0.09406768780810015,1.0826944864743717e-38
PF04972,2,0.08412416844931886,2.935496089369782e-31
PF04972,3,0.07708268898791776,1.6962723697774888e-26
PF04972,4,0.047208595341646335,7.125455752274279e-11
PF04972,5,0.04475578393985643,6.451345121988823e-10
PF04972,6,0.04226921800675104,5.366905430968373e-09
PF04972,7,0.04813557416635512,3.009083951979667e-11
PF04972,8,0.04554486011853436,3.214970067577858e-10
PF04972,9,0.05416550206784552,7.441335291311181e-14
PF04972,10,0.05192069920302655,7.531519462357466e-13
PF04972,11,0.05458627634158788,4.771175755190505e-14
