Protein family,Layer,Correlation,P value
PF13377,0,0.09791241624898121,9.422993108494285e-11
PF13377,1,0.07994595638667015,1.268242104110386e-07
PF13377,2,0.04294175108292685,0.004587596279883631
PF13377,3,-0.010965189363463563,0.46936259258074464
PF13377,4,-0.023042461462534535,0.12836831686071676
PF13377,5,-0.013828893346990528,0.3615115445966648
PF13377,6,-0.010415357234533984,0.49193469630836095
PF13377,7,0.0071324136767810615,0.6379191318966577
PF13377,8,0.012383315643826968,0.4138737996861761
PF13377,9,0.024219910777786548,0.10997850177270989
PF13377,10,0.03454669171023764,0.022601293636544707
PF13377,11,0.012502616365886579,0.4093897028665987
