Protein family,Layer,Correlation,P value
PF10114,0,0.38851719374403765,0.0
PF10114,1,0.42031909844258053,0.0
PF10114,2,0.380488975278297,0.0
PF10114,3,0.3502513154261873,0.0
PF10114,4,0.3332291429336926,0.0
PF10114,5,0.23651903830955542,0.0
PF10114,6,0.07915961827918185,6.471753755445024e-54
PF10114,7,0.0072773314423665286,0.15588392366931067
PF10114,8,-0.02440549749216753,1.9395352485432833e-06
PF10114,9,-0.0170684160269165,0.000873231072178719
PF10114,10,0.009553452359470615,0.06247570691407052
PF10114,11,0.0737638821465602,4.946824327085857e-47
