Protein family,Layer,Correlation,P value
PF07677,0,0.17936791247350922,1.3100682863154326e-269
PF07677,1,0.1294533239248475,2.46125042872702e-140
PF07677,2,0.12476609762347901,2.0177087190912717e-130
PF07677,3,0.12352909964084947,7.2186038684132e-128
PF07677,4,0.08449824469786449,1.34232916073076e-60
PF07677,5,0.05531558768675215,6.669866191260453e-27
PF07677,6,0.04987041217401598,3.647054609120976e-22
PF07677,7,0.05072385717141575,7.101508034558213e-23
PF07677,8,0.04468924423456537,4.18086076664131e-18
PF07677,9,0.04581693170787388,5.955617348498189e-19
PF07677,10,0.04392306961359218,1.529333619074959e-17
PF07677,11,0.03844072112201724,8.651637515168148e-14
