Protein family,Layer,Correlation,P value
PF01951,0,0.14668300235783058,2.229957485651655e-176
PF01951,1,0.06279270278033507,1.564470929638392e-33
PF01951,2,0.04641977719864484,4.786502125439749e-19
PF01951,3,0.06921077977924416,2.194870536262444e-40
PF01951,4,0.03415628970100113,5.3916452733993405e-11
PF01951,5,0.017092460331529065,0.0010311717632673243
PF01951,6,0.001085156343560477,0.8349611478417993
PF01951,7,-0.02323236756858404,8.155320615724292e-06
PF01951,8,-0.012189660605110772,0.01926193985845313
PF01951,9,-0.01301950630193104,0.012427522825356523
PF01951,10,-0.018547497812836537,0.0003690159250995225
PF01951,11,-0.02316250010958689,8.681650671241832e-06
