Protein family,Layer,Correlation,P value
PF04972,0,0.17192745495905598,2.8769057495832354e-126
PF04972,1,0.1013352493415363,1.1853656549132476e-44
PF04972,2,0.03840752346890028,1.1463726273372953e-07
PF04972,3,0.04831386057387588,2.5446376853200837e-11
PF04972,4,0.07965193749188858,3.4682231276556326e-28
PF04972,5,0.05124846741608398,1.4786817227859149e-12
PF04972,6,-0.011747057580110836,0.10500831751862152
PF04972,7,-0.03759886919828814,2.101378003161841e-07
PF04972,8,-0.05379140667616569,1.1016469210526427e-13
PF04972,9,-0.03471908063513107,1.6482804103581796e-06
PF04972,10,-0.027345244846599365,0.00016058519530959682
PF04972,11,-0.005757963157438511,0.42687336691360933
