Protein family,Layer,Correlation,P value
PF12872,0,0.0921372604985079,3.447467892868452e-33
PF12872,1,0.06707301732867492,2.5766808440088007e-18
PF12872,2,0.054838470943729345,9.760538422835098e-13
PF12872,3,0.07625890602449073,3.1645466047527826e-23
PF12872,4,0.09651236171170081,2.896460666293176e-36
PF12872,5,0.11770898419216805,3.3076150312883158e-53
PF12872,6,0.10688529159973635,3.9372603797726374e-44
PF12872,7,0.10872587590048606,1.3017980186434277e-45
PF12872,8,0.09629445485393096,4.1538167712158125e-36
PF12872,9,0.09177800619280004,6.07693284619238e-33
PF12872,10,0.09101084706364267,2.0237689221518408e-32
PF12872,11,0.09743799745313508,6.205393708885768e-37
