Protein family,Layer,Correlation,P value
PF06427,0,0.1462735372022398,5.269040254640532e-115
PF06427,1,0.0868083105674878,2.0499703328686265e-41
PF06427,2,0.05768842221036452,3.5971711973711805e-19
PF06427,3,0.10948715844805612,5.756354693766377e-65
PF06427,4,0.13633164051803956,5.10133155204344e-100
PF06427,5,0.10583469203049745,8.42309770282218e-61
PF06427,6,0.020063307417262942,0.0018711024148163227
PF06427,7,-0.019561665414180706,0.0024278593988262902
PF06427,8,-0.07074501302362574,4.840328126100155e-28
PF06427,9,-0.09513236379019441,2.0228244504198297e-49
PF06427,10,-0.10548365049298536,2.0808606745515057e-60
PF06427,11,-0.0895265190647794,6.005429903995366e-44
