Protein family,Layer,Correlation,P value
PF00699,0,0.21698713026209926,0.0
PF00699,1,0.18895012635241742,0.0
PF00699,2,0.19932368395389097,0.0
PF00699,3,0.17424168299361825,0.0
PF00699,4,0.09995484092328685,9.34740941913989e-191
PF00699,5,0.05642994177084674,6.586045565948195e-62
PF00699,6,0.03829833741698014,1.9830024756070706e-29
PF00699,7,0.026518188386733334,6.3092751524902634e-15
PF00699,8,0.026169738548955938,1.4137289625073549e-14
PF00699,9,0.023260576636990424,7.950561909948624e-12
PF00699,10,0.023956843916890222,1.8650173912973614e-12
PF00699,11,0.017839693304996875,1.5610327710557792e-07
