Protein family,Layer,Correlation,P value
PF13466,0,0.19633981953926075,9.946335454997964e-27
PF13466,1,0.2143404402309436,1.19146590241899e-31
PF13466,2,0.26054378919552407,1.8626255679670233e-46
PF13466,3,0.27580733082613157,4.6089466238049264e-52
PF13466,4,0.24807178990811674,3.827110479217927e-42
PF13466,5,0.2434275778411703,1.3433994216699728e-40
PF13466,6,0.25340514543073756,5.858806955628448e-44
PF13466,7,0.25175067565685916,2.1652404051232353e-43
PF13466,8,0.2561048617604224,6.799102313695319e-45
PF13466,9,0.25195398325283486,1.8448917182845677e-43
PF13466,10,0.22549354438042882,6.200699258348497e-35
PF13466,11,0.2069576061684959,1.4146135865448546e-29
