Protein family,Layer,Correlation,P value
PF00672,0,0.042656728240760756,1.4682553607969941e-19
PF00672,1,0.02483027582155423,1.4043092797275182e-07
PF00672,2,0.06520226682692075,1.5196886908156945e-43
PF00672,3,0.06478916493249025,5.137679207907763e-43
PF00672,4,0.07532254119522476,1.484666132993897e-57
PF00672,5,0.0834404814744359,2.949816791943241e-70
PF00672,6,0.07314947345263073,2.2405021209490932e-54
PF00672,7,0.06357877442471897,1.7436397389970362e-41
PF00672,8,0.0654851379319387,6.570188214463517e-44
PF00672,9,0.060171326823996486,2.4891221229726634e-37
PF00672,10,0.0503545193012927,1.2406403011844645e-26
PF00672,11,0.057729102109316546,1.7124973723886818e-34
