Protein family,Layer,Correlation,P value
PF14317,0,0.13793938215825496,4.853084514029954e-85
PF14317,1,0.12570797165034328,7.818958984029001e-71
PF14317,2,0.11575784297331469,2.8424973373144694e-60
PF14317,3,0.09329601487749085,1.1041248480218752e-39
PF14317,4,0.1102528370284433,8.221870026777562e-55
PF14317,5,0.10716838709212476,7.18927395729899e-52
PF14317,6,0.12877715641114193,2.8553259384859106e-74
PF14317,7,0.13266820193992088,9.442986834362167e-79
PF14317,8,0.14011690350093656,1.0330084839202012e-87
PF14317,9,0.15598676373769463,1.6872855508393942e-108
PF14317,10,0.15741150114928346,1.7672527016443682e-110
PF14317,11,0.16422238376066367,3.324012028298569e-120
