Protein family,Layer,Correlation,P value
PF06427,0,0.1527815753910468,2.0790167307874043e-125
PF06427,1,0.09612757178574062,1.9924271276902133e-50
PF06427,2,0.06093609791477304,3.2803450620859073e-21
PF06427,3,0.1232429500752013,6.009974099142631e-82
PF06427,4,0.15062488266042498,6.574768541233711e-122
PF06427,5,0.13163144180721534,2.5887910578581545e-93
PF06427,6,0.052477921092596774,3.9769183901619354e-16
PF06427,7,0.009455408326586066,0.14277234077277048
PF06427,8,-0.01700618156966121,0.008388686363443365
PF06427,9,-0.026528752676742224,3.9145440344346265e-05
PF06427,10,-0.017125561449973285,0.007942166988140313
PF06427,11,0.015534025426119457,0.016049237223648778
