Protein family,Layer,Correlation,P value
PF13377,0,0.17199890112190813,2.828500714603245e-30
PF13377,1,0.1670537466680318,1.2478663609191078e-28
PF13377,2,0.15320085538848624,2.7428309033844804e-24
PF13377,3,0.13415503946327328,6.006598561384628e-19
PF13377,4,0.10099447037933003,2.376264878533523e-11
PF13377,5,0.05747128396642519,0.00014755242855191936
PF13377,6,0.03301009285376238,0.02935882734928869
PF13377,7,0.029043003265101577,0.05527702468586841
PF13377,8,0.037234372118708794,0.013986285184499713
PF13377,9,0.054422628740874286,0.00032623329322973335
PF13377,10,0.062384077089170244,3.785752856681755e-05
PF13377,11,0.0976060603211049,1.0781244751038309e-10
