Protein family,Layer,Correlation,P value
PF00672,0,0.035823947715300196,3.0329939489836275e-14
PF00672,1,0.0270664081752999,9.525395117269206e-09
PF00672,2,0.04870374824249674,5.100553266827874e-25
PF00672,3,0.043037902381769334,6.976948666411895e-20
PF00672,4,0.020273409521770924,1.721247555529562e-05
PF00672,5,0.017407058238259436,0.00022383718982647478
PF00672,6,0.012914879675218264,0.006181548241163692
PF00672,7,-0.011074962150594597,0.018879656576768086
PF00672,8,-0.018555600138351253,8.353805001505987e-05
PF00672,9,-0.02455365000347098,1.929402856124217e-07
PF00672,10,-0.025339913190291143,7.753412697065328e-08
PF00672,11,-0.03557746140843509,4.5367663649581635e-14
