Protein family,Layer,Correlation,P value
PF03463,0,0.12775288646764135,1.4266063315107215e-211
PF03463,1,0.11633485837257351,1.4895716893563167e-175
PF03463,2,0.15030685636962834,5.636147318635893e-293
PF03463,3,0.1345276813134865,1.380968062398093e-234
PF03463,4,0.08250355625270374,5.558753247325212e-89
PF03463,5,0.0566598422255749,7.454274031207359e-43
PF03463,6,0.0535012088043138,2.1645103603386196e-38
PF03463,7,0.04152041106175463,8.996722035959811e-24
PF03463,8,0.023699958314698812,9.689685469332853e-09
PF03463,9,0.009364689872137342,0.02343569751385371
PF03463,10,0.007277750293803875,0.0782043380702394
PF03463,11,0.003509035471704795,0.3957861070353377
