Protein family,Layer,Correlation,P value
PF10576,0,0.1463083358601306,0.0
PF10576,1,0.12285625385114728,0.0
PF10576,2,0.07877328350251261,5.189254374361561e-210
PF10576,3,0.05213359005778931,5.994299257828999e-93
PF10576,4,0.029637127724136184,3.2532836196019505e-31
PF10576,5,0.016680676872069814,6.183758386976666e-11
PF10576,6,0.011905652477823969,3.0541647923094462e-06
PF10576,7,0.013930873756571312,4.731319175282995e-08
PF10576,8,0.015492958570098862,1.2510924402324747e-09
PF10576,9,0.014356044326758216,1.8250817234356755e-08
PF10576,10,0.011920914524259628,2.966489119659452e-06
PF10576,11,0.013049214172112458,3.129637999670418e-07
