Protein family,Layer,Correlation,P value
PF10114,0,0.3269391694829418,0.0
PF10114,1,0.34810964542320255,0.0
PF10114,2,0.3008359454235923,0.0
PF10114,3,0.23732678145886202,0.0
PF10114,4,0.17626071754382816,6.050886657681411e-263
PF10114,5,0.12393240982527641,5.236753522402226e-130
PF10114,6,0.09846757026554993,1.4862058460116917e-82
PF10114,7,0.08629618910133101,9.062195498836765e-64
PF10114,8,0.0878155596484529,5.608203581805073e-66
PF10114,9,0.09000050390493763,3.1975861754099184e-69
PF10114,10,0.0834711908402702,9.122839934184048e-60
PF10114,11,0.06990916746151174,2.0596520689841017e-42
