Protein family,Layer,Correlation,P value
PF04972,0,0.17855025601441993,3.47246464359021e-136
PF04972,1,0.11597047346122777,5.100268530463164e-58
PF04972,2,0.06313660165863326,2.7580355720986276e-18
PF04972,3,0.0815297403770242,1.8640486331037198e-29
PF04972,4,0.09850406885066498,2.8124740088347968e-42
PF04972,5,0.057739100637282874,1.5346363931211202e-15
PF04972,6,0.005685091925168431,0.4327482320998528
PF04972,7,-0.027932421300165763,0.0001156476925059009
PF04972,8,-0.04419036317714767,1.0550591149462566e-09
PF04972,9,-0.04447692544590059,8.228733358761741e-10
PF04972,10,-0.031005189707171168,1.873438472631767e-05
PF04972,11,0.007830710405716824,0.2798823501054391
