Protein family,Layer,Correlation,P value
PF00066,0,0.3012577378606729,9.776360435240128e-226
PF00066,1,0.24925865852190382,7.29899006638316e-153
PF00066,2,0.2272889483348232,9.368866837135275e-127
PF00066,3,0.19845664676255012,1.7006242013856683e-96
PF00066,4,0.1406027669020354,7.038515505333884e-49
PF00066,5,0.09397533323707373,1.1949172924267832e-22
PF00066,6,0.07055747885675424,2.0378977439154404e-13
PF00066,7,0.06178119659057063,1.2706356634399658e-10
PF00066,8,0.060165851678895224,3.79587048107214e-10
PF00066,9,0.06150809997425401,1.5318891983190034e-10
PF00066,10,0.06341867068870306,4.0722444897636295e-11
PF00066,11,0.06361619729192255,3.5430462075266504e-11
