Protein family,Layer,Correlation,P value
PF01951,0,0.07784247925699252,1.1890621115072245e-50
PF01951,1,-0.0033976186275816436,0.5141931231153012
PF01951,2,0.0027628886196027673,0.5957946716266269
PF01951,3,0.0956031264063331,1.3800346894005816e-75
PF01951,4,0.10362899752335471,1.5042344246754144e-88
PF01951,5,0.13992199362097152,1.6022094630268096e-160
PF01951,6,0.15330295560437862,1.1670281275457855e-192
PF01951,7,0.13679781737942243,1.8604661270077482e-153
PF01951,8,0.11351108661028554,5.709904503643527e-106
PF01951,9,0.130871645925875,1.6505999300993126e-140
PF01951,10,0.16238502931617757,3.203091948499674e-216
PF01951,11,0.15964311822312904,5.872372108686035e-209
