Protein family,Layer,Correlation,P value
PF07677,0,0.1892176297396802,2.4079125385512977e-300
PF07677,1,0.1466106756838992,7.497924940356136e-180
PF07677,2,0.15511536729946268,2.4622766638872424e-201
PF07677,3,0.1505600354345865,1.1370470927928112e-189
PF07677,4,0.10884127340836267,1.5417659536387776e-99
PF07677,5,0.08700778412890951,3.7315345508704076e-64
PF07677,6,0.08560125151138566,3.7829864167951017e-62
PF07677,7,0.08125586167649525,3.6907976950979015e-56
PF07677,8,0.0873983635653758,1.0209621991518462e-64
PF07677,9,0.09176597384965855,3.478225328043852e-71
PF07677,10,0.09094897354590606,5.962162459462998e-70
PF07677,11,0.0912032916590861,2.4686638663077882e-70
