Protein family,Layer,Correlation,P value
PF00066,0,0.2629453074619897,1.6661786534563627e-170
PF00066,1,0.1983270944589677,2.2727168564040534e-96
PF00066,2,0.17450420475962047,1.0539774545167921e-74
PF00066,3,0.20184075524242134,8.119143277852169e-100
PF00066,4,0.20419086844841858,3.6936012673352994e-102
PF00066,5,0.167727412601244,4.470562703757508e-69
PF00066,6,0.1196238924479424,9.094266051652419e-36
PF00066,7,0.11692287077731062,3.0915306605475237e-34
PF00066,8,0.11403803656928187,1.220720241878994e-32
PF00066,9,0.12880100645009845,3.0865875381194123e-41
PF00066,10,0.1497142192241308,2.9857025847420312e-55
PF00066,11,0.1805221635981378,6.727148820062211e-80
