Protein family,Layer,Correlation,P value
PF12872,0,0.07844284460985365,1.7421753079626664e-24
PF12872,1,0.04527320804251537,3.906591007571755e-09
PF12872,2,0.03232288121505,2.63677992992999e-05
PF12872,3,0.05015746858257576,6.841336945144904e-11
PF12872,4,0.0795457622843271,3.90610450971318e-25
PF12872,5,0.10292287039550113,4.964733450363564e-41
PF12872,6,0.08221336169059806,9.635640458594434e-27
PF12872,7,0.07319197067409113,1.6184463981567575e-21
PF12872,8,0.061855739793913435,8.391181198298208e-16
PF12872,9,0.06263399802948169,3.644674156182855e-16
PF12872,10,0.0594989738935064,9.851943378880569e-15
PF12872,11,0.07357796862444264,9.950766079836192e-22
