Protein family,Layer,Correlation,P value
PF04972,0,0.1526233580865751,1.3171757285090238e-99
PF04972,1,0.09302306851865515,7.154118041203293e-38
PF04972,2,0.07610878733175913,7.16912762736112e-26
PF04972,3,0.06749570773148963,1.115814870474497e-20
PF04972,4,0.04989291282544579,5.616209079635186e-12
PF04972,5,0.038682997532756946,9.299695964398712e-08
PF04972,6,0.03713430550036842,2.9601661249084756e-07
PF04972,7,0.03213213419800602,9.203443530335497e-06
PF04972,8,0.04177994255379819,8.03264159353874e-09
PF04972,9,0.05258802338619385,3.8226797321763155e-13
PF04972,10,0.04126444405651769,1.2225915513768738e-08
PF04972,11,0.04484871563547924,5.946894795738501e-10
