Protein family,Layer,Correlation,P value
PF14317,0,0.1302650397424064,5.735320362591651e-76
PF14317,1,0.11784659034224472,2.0444461525712794e-62
PF14317,2,0.09041885873654566,2.278114192958216e-37
PF14317,3,0.04504708534714577,2.0915288421595735e-10
PF14317,4,0.04084297986927552,8.36657291248237e-09
PF14317,5,0.03353830072450601,2.2459329485395253e-06
PF14317,6,0.053417988391279224,4.8148228468357927e-14
PF14317,7,0.05836251228887326,1.786348182682306e-16
PF14317,8,0.07115871874337995,9.61745231976651e-24
PF14317,9,0.06204891413178878,2.0089857138351967e-18
PF14317,10,0.04333439977212337,9.799783312376965e-10
PF14317,11,0.0327596612166217,3.836258491197843e-06
