Protein family,Layer,Correlation,P value
PF04972,0,0.17333976309526639,2.383220410929642e-128
PF04972,1,0.11448978079805548,1.390340939927848e-56
PF04972,2,0.07645901619547156,4.278286653313846e-26
PF04972,3,0.11801838346060398,4.910720399425015e-60
PF04972,4,0.1372460772633044,9.84403730549947e-81
PF04972,5,0.11123098061833342,1.7233320703245984e-53
PF04972,6,0.05055803026921226,2.930557944005698e-12
PF04972,7,0.0022601210881532745,0.7551342795084287
PF04972,8,-0.02685131146059357,0.00021063651357114782
PF04972,9,-0.038479512233421116,1.0855291101342628e-07
PF04972,10,-0.05100181715422189,1.889945539964892e-12
PF04972,11,-0.05531521929634264,2.1917430894725122e-14
