Protein family,Layer,Correlation,P value
PF12172,0,0.1316411944347916,9.70778809052404e-35
PF12172,1,0.08303467396520085,1.038368795275344e-14
PF12172,2,0.06381736067547122,2.846535600643967e-09
PF12172,3,0.07581892509588861,1.6613799889664579e-12
PF12172,4,0.08012625482662689,8.478956063918025e-14
PF12172,5,0.03976372719092943,0.00021648899497816014
PF12172,6,-0.008164277804871464,0.4477444427981253
PF12172,7,0.010543916704468222,0.32685428135889516
PF12172,8,0.041607798982886496,0.0001085490562824367
PF12172,9,0.050016205972489514,3.259559544039907e-06
PF12172,10,0.07500950594078358,2.8543114139367358e-12
PF12172,11,0.09325517225932864,3.611021547438424e-18
