Protein family,Layer,Correlation,P value
PF00168,0,0.16150364930613317,0.0
PF00168,1,0.12549972826652578,8.515384716723923e-232
PF00168,2,0.1132378877427372,7.932605368356349e-189
PF00168,3,0.09756745162855854,1.7786177361030133e-140
PF00168,4,0.07298142871681494,2.72443601247338e-79
PF00168,5,0.0668446566621098,8.644062106285773e-67
PF00168,6,0.05298239211391814,1.3590242793281021e-42
PF00168,7,0.023171709174910064,2.2452341072524712e-09
PF00168,8,0.033769679170100146,2.910178896664912e-18
PF00168,9,0.054916404485718086,1.2383157929502355e-45
PF00168,10,0.07225035708196194,9.602510004101493e-78
PF00168,11,0.07743653099992356,4.663087966605918e-89
