Protein family,Layer,Correlation,P value
PF00066,0,0.32307588098444046,3.264095110026457e-261
PF00066,1,0.28179940920566054,1.3754630905726006e-196
PF00066,2,0.2589870141549305,2.7177309138218783e-165
PF00066,3,0.23049283601413528,2.1433671854941805e-130
PF00066,4,0.16656023340458834,3.943891732615985e-68
PF00066,5,0.12501582084707266,6.241291189196417e-39
PF00066,6,0.11568857297937904,1.5072020920302968e-33
PF00066,7,0.1063456127482376,1.4009123671363324e-28
PF00066,8,0.09921584278353293,4.512451343871328e-25
PF00066,9,0.0956816810454395,2.008369075881492e-23
PF00066,10,0.08611863627988703,2.9124644312359376e-19
PF00066,11,0.08037316761086317,5.694324031888318e-17
