Protein family,Layer,Correlation,P value
PF07498,0,0.053553762756558834,2.5046606585865154e-08
PF07498,1,0.05130361898096681,9.373150536985128e-08
PF07498,2,0.033014979436912686,0.0005945311540761192
PF07498,3,0.04769764007254014,6.94820392409924e-07
PF07498,4,0.10605586195834388,1.9667268362743985e-28
PF07498,5,0.1121856367045119,1.2314735589374266e-31
PF07498,6,0.05995266416100699,4.376562291119736e-10
PF07498,7,0.026630727560242665,0.0056096448814242595
PF07498,8,0.0002615023802831301,0.9783057152547454
PF07498,9,0.01387064771629082,0.14917546058130618
PF07498,10,0.02085698943056966,0.030074171794043453
PF07498,11,0.03724640828918983,0.00010683371124245717
