Protein family,Layer,Correlation,P value
PF06427,0,0.15209287741090727,2.7616332450750257e-124
PF06427,1,0.09577430305398565,4.548802990460978e-50
PF06427,2,0.06455478605585639,1.2975054805307828e-23
PF06427,3,0.11479800530626076,2.7982730068897784e-71
PF06427,4,0.1250797066020233,2.2694711825982374e-84
PF06427,5,0.10406479926439705,7.803049923135919e-59
PF06427,6,0.04982454770435047,1.0993592456829249e-14
PF06427,7,0.01820822217568239,0.0047671400826866765
PF06427,8,-0.022525343115384636,0.00047997585154019784
PF06427,9,-0.04790645101953152,1.0910863311388791e-13
PF06427,10,-0.04908990615514833,2.6753775909766213e-14
PF06427,11,-0.04118291543998151,1.7058317627369816e-10
