Protein family,Layer,Correlation,P value
PF13466,0,0.19440759204555566,3.152040333268215e-26
PF13466,1,0.21483623044766187,8.589189876762562e-32
PF13466,2,0.13171332189671556,9.292546990844476e-13
PF13466,3,0.08845916017564437,1.7173184646236084e-06
PF13466,4,0.05142472835110205,0.0054764933568363025
PF13466,5,0.012577436074716463,0.4971903280767984
PF13466,6,0.006337987503479989,0.7322696026286972
PF13466,7,-0.0038616595638386385,0.8348846571122707
PF13466,8,-0.05224588428694608,0.0047725852805095515
PF13466,9,-0.0518542025811471,0.005097441860041632
PF13466,10,-0.05173063823361052,0.005203994231947485
PF13466,11,-0.011539324479068675,0.5333652931852152
