Protein family,Layer,Correlation,P value
PF01951,0,0.1921835698311394,1.2443376581125845e-303
PF01951,1,0.12552009908975412,2.524625944737677e-129
PF01951,2,0.11759556395597819,1.211212870604408e-113
PF01951,3,0.15775228741237254,5.033951567839817e-204
PF01951,4,0.13231570319670566,1.3095311940123893e-143
PF01951,5,0.1033732384924331,4.043440119395413e-88
PF01951,6,0.06947893489153949,1.0980446260539711e-40
PF01951,7,0.06491864481803752,9.95224539308889e-36
PF01951,8,0.05839063919312078,3.2455091390319745e-29
PF01951,9,0.05424204752938142,1.9720135574748026e-25
PF01951,10,0.05634233985361403,2.5934113835022763e-27
PF01951,11,0.052362739109715103,8.282447929840123e-24
