Protein family,Layer,Correlation,P value
PF10576,0,0.13352559998163274,0.0
PF10576,1,0.13644114024369322,0.0
PF10576,2,0.11107265346509125,0.0
PF10576,3,0.08936256710952334,6.72191290245486e-270
PF10576,4,0.1043641164070534,0.0
PF10576,5,0.08911116553105718,2.1770809439361046e-268
PF10576,6,0.07858026556979401,5.443940338960499e-209
PF10576,7,0.06835710096020957,1.558838646437148e-158
PF10576,8,0.03955843870852863,2.839731925915456e-54
PF10576,9,0.04521225646272708,2.3689761849616616e-70
PF10576,10,0.04633617540124776,8.384788175677361e-74
PF10576,11,0.04088791697861012,7.320882024130818e-58
