Protein family,Layer,Correlation,P value
PF00699,0,0.2269104668349951,0.0
PF00699,1,0.20141271972303107,0.0
PF00699,2,0.21543429973106748,0.0
PF00699,3,0.20008574012235106,0.0
PF00699,4,0.10548744256987427,2.4342690611595154e-212
PF00699,5,0.0659501883717255,6.32708637551113e-84
PF00699,6,0.056702150995265904,1.7246246893652312e-62
PF00699,7,0.05193845339059855,1.039448056077916e-52
PF00699,8,0.04297783794166599,1.2522166156348729e-36
PF00699,9,0.039908024463822474,8.190465943255927e-32
PF00699,10,0.03448186554479362,3.650863756119087e-24
PF00699,11,0.03712392461343651,9.451410600992878e-28
