Protein family,Layer,Correlation,P value
PF14317,0,0.11507987738173014,1.3832868000015341e-59
PF14317,1,0.06540405512875784,2.6742573060423292e-20
PF14317,2,0.02052953133492159,0.0037941593528559906
PF14317,3,-0.010872626981100742,0.12527848639436664
PF14317,4,-0.031058402683441587,1.1867059555826178e-05
PF14317,5,-0.04681741473360212,3.989641198641569e-11
PF14317,6,-0.07215852563756246,2.2666650556252402e-24
PF14317,7,-0.0873838977077668,5.250043732775971e-35
PF14317,8,-0.09069520658060176,1.3753972425391988e-37
PF14317,9,-0.08851312150094448,7.088679703110783e-36
PF14317,10,-0.07928972918309514,4.228263892171083e-29
PF14317,11,-0.07150128177445658,5.874609496972565e-24
